sector,classe,pressure_avg,pressure_min,pressure_max,pressure_std,pressure_in,pressure_out,delta_p,ilp,volume_loss
SEC_017,NORMAL,3.363,2.919,3.897,0.068,3.544,3.313,0.231,1.218,0.0349
SEC_007,NORMAL,3.521,2.979,4.126,0.142,3.598,3.49,0.108,2.742,0.0498
SEC_018,NORMAL,3.588,3.136,3.896,0.084,3.687,3.399,0.288,2.893,0.0275
SEC_017,SUSPECT,2.907,2.126,3.371,0.2,3.631,2.218,1.413,8.358,0.1333
SEC_010,NORMAL,3.786,3.452,4.259,0.132,3.958,3.598,0.36,4.784,0.0237
SEC_018,SUSPECT,2.886,2.203,3.462,0.25,3.545,2.347,1.198,6.324,0.1206
SEC_012,NORMAL,3.695,3.118,4.162,0.085,3.732,3.435,0.297,2.924,0.0672
SEC_009,NORMAL,3.316,2.902,3.798,0.11,3.42,3.141,0.279,1.048,0.0448
SEC_018,NORMAL,3.469,3.042,3.779,0.068,3.486,3.39,0.096,2.572,0.0276
SEC_001,SUSPECT,3.456,2.583,3.891,0.211,3.72,3.24,0.48,9.993,0.1195
SEC_011,NORMAL,3.509,3.102,4.027,0.063,3.74,3.397,0.343,4.379,0.0277
SEC_019,NORMAL,4.15,3.528,4.609,0.09,4.128,4.009,0.119,3.92,0.0245
SEC_010,SUSPECT,2.834,2.123,3.507,0.282,3.304,2.513,0.791,8.96,0.1095
SEC_002,FUITE,2.282,1.133,2.528,0.46,3.218,1.263,1.955,15.231,0.3145
SEC_015,NORMAL,3.327,2.911,3.819,0.079,3.494,3.185,0.309,1.181,0.0679
SEC_001,FUITE,2.433,1.138,2.705,0.355,3.6,1.267,2.333,12.282,0.3594
SEC_016,NORMAL,3.614,3.096,4.198,0.061,3.808,3.58,0.228,5.1,0.0434
SEC_009,NORMAL,3.395,2.935,3.735,0.142,3.509,3.323,0.186,1.329,0.0519
SEC_014,NORMAL,3.653,3.049,3.906,0.111,3.644,3.538,0.106,2.563,0.0458
SEC_006,SUSPECT,3.177,2.52,3.77,0.161,3.574,2.783,0.791,8.05,0.1303
SEC_002,NORMAL,3.664,3.193,3.947,0.083,3.596,3.546,0.05,1.881,0.0582
SEC_003,NORMAL,3.642,3.286,3.932,0.146,3.78,3.451,0.33,4.14,0.0226
SEC_002,NORMAL,3.644,3.169,4.07,0.074,3.8,3.427,0.373,5.13,0.0597
SEC_002,NORMAL,3.63,3.235,3.984,0.089,3.717,3.588,0.129,5.311,0.0354
SEC_020,FUITE,3.002,1.957,3.259,0.425,3.764,2.022,1.742,10.944,0.4255
SEC_014,FUITE,1.65,0.394,2.306,0.66,3.062,0.357,2.705,11.182,0.3172
SEC_019,SUSPECT,3.5,2.871,3.885,0.197,3.835,3.214,0.621,8.379,0.1115
SEC_002,FUITE,1.952,1.022,2.295,0.436,3.485,0.448,3.038,14.189,0.3872
SEC_011,FUITE,2.504,1.321,2.87,0.398,4.071,0.887,3.184,17.44,0.358
SEC_017,FUITE,2.103,1.208,2.412,0.453,3.141,1.242,1.899,10.773,0.3537
SEC_019,NORMAL,3.416,2.883,3.791,0.14,3.391,3.363,0.028,1.637,0.0749
SEC_012,NORMAL,3.629,3.324,4.057,0.055,3.678,3.594,0.084,4.231,0.0531
SEC_006,SUSPECT,3.471,2.878,3.93,0.252,3.69,3.115,0.575,6.026,0.1246
SEC_013,SUSPECT,3.258,2.602,3.87,0.159,3.728,2.705,1.023,8.267,0.0937
SEC_003,NORMAL,3.329,2.829,3.695,0.139,3.37,3.114,0.257,2.855,0.0305
SEC_001,FUITE,2.114,1.12,2.392,0.384,3.452,0.798,2.654,19.184,0.4095
SEC_019,NORMAL,3.188,2.858,3.678,0.104,3.436,3.062,0.374,5.144,0.069
SEC_016,FUITE,2.332,1.157,2.758,0.662,3.186,1.366,1.819,23.28,0.2892
SEC_011,SUSPECT,3.266,2.8,3.696,0.303,3.693,2.907,0.786,7.273,0.1334
SEC_009,NORMAL,3.434,2.98,3.969,0.137,3.552,3.456,0.097,1.531,0.0349
SEC_013,NORMAL,3.725,3.218,4.138,0.123,3.884,3.637,0.247,1.65,0.0107
SEC_011,SUSPECT,2.907,2.167,3.351,0.258,3.555,2.425,1.13,9.084,0.1195
SEC_020,SUSPECT,3.278,2.64,3.779,0.309,3.566,3.017,0.549,7.268,0.1629
SEC_016,SUSPECT,3.207,2.33,3.572,0.332,3.938,2.501,1.438,7.952,0.1477
SEC_002,NORMAL,3.51,2.927,3.885,0.142,3.623,3.414,0.209,1.075,0.0114
SEC_020,NORMAL,3.926,3.612,4.265,0.052,4.068,3.807,0.262,4.16,0.0317
SEC_017,NORMAL,3.593,3.218,4.191,0.081,3.664,3.536,0.128,4.6,0.0558
SEC_009,NORMAL,3.506,3.002,4.03,0.122,3.641,3.274,0.367,3.238,0.0234
SEC_013,NORMAL,3.873,3.532,4.237,0.103,4.029,3.677,0.352,3.004,0.0437
SEC_007,FUITE,3.151,1.532,3.516,0.694,3.776,2.266,1.51,23.968,0.2333
SEC_020,NORMAL,3.675,3.413,4.128,0.112,3.861,3.611,0.25,5.673,0.0454
SEC_002,NORMAL,3.581,3.092,4.004,0.096,3.578,3.452,0.126,4.227,0.0611
SEC_006,SUSPECT,3.374,2.5,3.846,0.205,4.101,2.706,1.395,9.889,0.1146
SEC_004,NORMAL,3.331,2.925,3.816,0.128,3.557,3.248,0.308,2.89,0.0746
SEC_003,NORMAL,3.424,3.13,3.877,0.126,3.661,3.358,0.303,4.974,0.0721
SEC_019,NORMAL,3.455,3.089,3.926,0.061,3.698,3.325,0.374,1.855,0.0277
SEC_016,NORMAL,3.807,3.454,4.088,0.135,3.941,3.628,0.313,1.531,0.0175
SEC_013,NORMAL,3.61,3.199,3.929,0.147,3.798,3.454,0.344,1.373,0.0763
SEC_009,FUITE,2.551,1.142,3.057,0.516,3.363,1.577,1.786,20.686,0.2244
SEC_005,NORMAL,3.691,3.292,4.243,0.066,3.834,3.509,0.325,5.434,0.074
SEC_004,FUITE,1.796,0.366,2.102,0.792,3.413,0.063,3.35,21.537,0.268
SEC_005,NORMAL,3.316,3.129,3.865,0.085,3.5,3.372,0.128,5.706,0.0549
SEC_013,SUSPECT,3.469,2.504,3.698,0.271,3.828,2.801,1.027,6.298,0.094
SEC_008,FUITE,1.745,0.499,2.269,0.783,3.008,0.413,2.595,10.577,0.3535
SEC_018,NORMAL,3.736,3.45,4.336,0.063,3.848,3.676,0.172,2.629,0.0721
SEC_004,NORMAL,3.403,2.869,3.943,0.127,3.514,3.408,0.106,0.92,0.0568
SEC_009,NORMAL,3.31,2.991,3.714,0.103,3.446,3.253,0.193,4.695,0.0148
SEC_014,NORMAL,3.245,2.657,3.592,0.056,3.249,3.217,0.032,6.351,0.0649
SEC_017,NORMAL,3.507,2.925,3.906,0.077,3.598,3.416,0.182,3.176,0.0595
SEC_016,FUITE,2.563,1.601,3.051,0.429,4.056,1.123,2.933,20.219,0.2432
SEC_008,NORMAL,3.422,2.909,3.901,0.099,3.527,3.295,0.232,1.693,0.0731
SEC_017,NORMAL,3.047,2.417,3.481,0.109,3.031,2.995,0.036,2.82,0.0222
SEC_001,FUITE,3.06,2.051,3.414,0.361,4.077,1.88,2.197,20.95,0.2016
SEC_016,NORMAL,3.596,3.141,3.972,0.075,3.576,3.55,0.026,4.652,0.0501
SEC_017,NORMAL,3.232,2.773,3.838,0.093,3.35,3.208,0.142,3.398,0.0313
SEC_010,NORMAL,3.222,2.714,3.551,0.115,3.264,3.205,0.059,3.873,0.0469
SEC_001,NORMAL,3.597,3.266,3.997,0.069,3.671,3.587,0.084,0.999,0.0728
SEC_004,NORMAL,3.637,3.047,4.052,0.126,3.648,3.581,0.067,5.158,0.0237
SEC_015,NORMAL,3.961,3.354,4.391,0.148,4.1,3.715,0.384,2.652,0.0797
SEC_012,SUSPECT,2.683,1.93,3.128,0.314,2.85,2.408,0.442,9.438,0.1313
SEC_018,NORMAL,3.667,3.149,4.256,0.123,3.728,3.696,0.032,4.74,0.0275
SEC_018,NORMAL,3.643,2.926,3.9,0.137,3.708,3.327,0.381,2.832,0.0454
SEC_001,NORMAL,3.649,3.038,3.944,0.083,3.758,3.515,0.243,5.383,0.0686
SEC_020,NORMAL,3.695,3.08,4.197,0.082,3.804,3.516,0.288,4.002,0.0771
SEC_009,NORMAL,3.738,3.239,4.241,0.076,3.706,3.672,0.034,1.799,0.0257
SEC_020,SUSPECT,2.984,1.961,3.425,0.325,3.566,2.317,1.249,7.41,0.1548
SEC_018,NORMAL,3.614,3.189,3.998,0.116,3.639,3.453,0.186,4.191,0.0415
SEC_014,SUSPECT,3.172,2.291,3.516,0.25,3.893,2.51,1.384,9.885,0.0855
SEC_014,SUSPECT,2.416,1.71,3.006,0.21,2.881,2.027,0.853,7.311,0.1733
SEC_009,SUSPECT,3.165,2.348,3.748,0.227,3.393,2.748,0.644,9.156,0.1408
SEC_005,NORMAL,3.756,3.183,4.289,0.068,3.892,3.577,0.315,2.653,0.074
SEC_009,NORMAL,3.284,2.915,3.835,0.14,3.391,3.232,0.159,2.209,0.0414
SEC_008,SUSPECT,3.188,2.548,3.592,0.168,3.835,2.633,1.202,7.322,0.1481
SEC_004,NORMAL,3.705,3.363,4.169,0.134,3.878,3.525,0.353,5.57,0.0173
SEC_005,NORMAL,3.445,2.938,3.737,0.119,3.519,3.313,0.206,2.219,0.0324
SEC_017,NORMAL,3.537,3.176,3.96,0.066,3.735,3.395,0.34,4.604,0.0689
SEC_002,SUSPECT,3.147,2.123,3.804,0.233,3.731,2.489,1.241,6.705,0.1122
SEC_001,FUITE,2.556,1.197,2.844,0.627,3.752,1.287,2.465,11.665,0.3874
SEC_010,SUSPECT,2.936,2.22,3.589,0.178,3.636,2.265,1.371,8.475,0.0927
SEC_013,FUITE,2.86,1.462,3.21,0.51,3.595,1.996,1.598,10.077,0.3296
SEC_010,NORMAL,3.388,2.773,3.835,0.145,3.413,3.324,0.089,5.685,0.0398
SEC_008,NORMAL,3.805,3.422,4.24,0.096,3.999,3.676,0.323,1.951,0.0772
SEC_019,SUSPECT,3.351,2.759,3.895,0.166,3.942,2.878,1.064,6.762,0.1536
SEC_012,NORMAL,3.752,3.175,4.244,0.139,3.867,3.659,0.208,3.737,0.0569
SEC_016,NORMAL,3.522,3.122,3.921,0.089,3.65,3.365,0.285,4.133,0.0537
SEC_001,NORMAL,3.708,3.254,4.132,0.125,3.728,3.553,0.175,5.362,0.0543
SEC_019,FUITE,2.036,0.617,2.526,0.575,3.514,0.656,2.858,16.05,0.2512
SEC_001,NORMAL,3.339,3.05,3.723,0.061,3.5,3.213,0.288,4.828,0.028
SEC_005,NORMAL,3.448,2.839,3.887,0.112,3.555,3.294,0.261,1.874,0.0542
SEC_003,FUITE,2.457,1.491,2.986,0.602,3.28,1.59,1.69,12.96,0.2916
SEC_005,FUITE,2.061,0.705,2.269,0.727,3.237,0.795,2.442,16.309,0.2439
SEC_019,FUITE,2.586,1.429,2.991,0.463,4.215,1.042,3.173,17.924,0.2165
SEC_016,NORMAL,3.607,3.138,4.163,0.107,3.648,3.487,0.161,2.393,0.0228
SEC_011,SUSPECT,3.329,2.714,3.875,0.324,3.617,3.2,0.417,7.627,0.1024
SEC_003,NORMAL,3.618,3.127,3.892,0.132,3.589,3.505,0.084,2.975,0.0322
SEC_020,SUSPECT,3.386,2.726,4.001,0.347,3.808,2.969,0.839,7.622,0.1208
SEC_001,FUITE,3.113,1.729,3.51,0.409,4.691,1.599,3.092,15.937,0.3129
SEC_001,NORMAL,3.516,2.848,3.751,0.097,3.569,3.311,0.257,1.197,0.0405
SEC_003,FUITE,1.986,0.709,2.486,0.739,3.57,0.524,3.045,12.28,0.4019
SEC_019,NORMAL,3.194,2.79,3.554,0.098,3.212,3.067,0.145,4.308,0.0731
SEC_014,SUSPECT,2.843,1.957,3.417,0.283,3.194,2.413,0.78,6.453,0.0879
SEC_004,NORMAL,3.428,3.056,4.05,0.11,3.488,3.475,0.012,2.012,0.0123
SEC_009,SUSPECT,3.189,2.273,3.505,0.296,3.707,2.527,1.18,6.707,0.1011
SEC_003,NORMAL,3.343,2.735,3.812,0.119,3.506,3.141,0.365,3.779,0.0492
SEC_018,NORMAL,3.256,2.826,3.705,0.122,3.434,3.159,0.275,1.736,0.0746
SEC_002,SUSPECT,3.683,2.913,4.205,0.194,4.295,3.15,1.145,9.087,0.1273
SEC_003,NORMAL,3.617,3.392,4.228,0.109,3.786,3.604,0.182,5.151,0.0249
SEC_014,SUSPECT,3.313,2.399,3.684,0.257,3.572,3.114,0.458,8.06,0.1742
SEC_003,NORMAL,3.592,3.05,4.119,0.121,3.711,3.536,0.176,1.935,0.0594
SEC_008,NORMAL,4.004,3.466,4.36,0.113,4.107,4.005,0.103,5.12,0.0219
SEC_017,NORMAL,3.537,3.054,3.838,0.074,3.479,3.427,0.052,4.698,0.0148
SEC_010,NORMAL,3.097,2.606,3.689,0.064,3.147,3.061,0.086,2.157,0.0578
SEC_006,NORMAL,3.253,2.889,3.597,0.082,3.406,3.04,0.365,3.256,0.0624
SEC_008,FUITE,1.948,1.151,2.357,0.632,3.399,0.529,2.87,12.24,0.3924
SEC_009,NORMAL,3.314,2.997,3.829,0.067,3.438,3.226,0.212,2.601,0.054
SEC_009,NORMAL,3.419,2.779,3.708,0.129,3.313,3.26,0.053,2.485,0.0531
SEC_019,NORMAL,3.738,3.165,4.11,0.105,3.841,3.558,0.283,1.228,0.0314
SEC_004,NORMAL,3.571,3.276,4.041,0.088,3.695,3.534,0.161,4.219,0.0774
SEC_007,NORMAL,3.465,2.933,3.788,0.131,3.45,3.407,0.043,5.574,0.0534
SEC_006,FUITE,2.344,1.402,2.695,0.375,3.977,0.74,3.237,14.424,0.1805
SEC_017,FUITE,2.529,1.57,2.887,0.584,3.719,1.49,2.23,22.8,0.2866
SEC_013,NORMAL,3.367,2.861,3.737,0.069,3.442,3.279,0.163,5.43,0.0364
SEC_020,FUITE,2.282,1.433,2.782,0.767,3.955,0.659,3.296,20.773,0.2791
SEC_015,NORMAL,3.125,2.652,3.626,0.063,3.205,2.969,0.236,3.37,0.0242
SEC_005,NORMAL,3.485,3.019,3.974,0.055,3.539,3.537,0.002,3.06,0.0562
SEC_005,NORMAL,3.7,3.387,4.068,0.075,3.909,3.517,0.392,3.702,0.0655
SEC_016,SUSPECT,3.543,2.585,4.087,0.163,4.176,2.879,1.297,7.671,0.0934
SEC_002,NORMAL,3.592,3.226,4.27,0.135,3.767,3.591,0.177,0.955,0.0152
SEC_005,NORMAL,3.637,3.178,3.847,0.134,3.706,3.374,0.332,4.915,0.0589
SEC_015,NORMAL,3.815,3.196,4.283,0.149,3.943,3.64,0.303,4.914,0.0532
SEC_012,NORMAL,3.691,3.117,3.994,0.061,3.667,3.594,0.074,3.012,0.048
SEC_004,FUITE,2.079,1.054,2.532,0.605,3.237,0.94,2.297,13.912,0.2259
SEC_013,NORMAL,3.606,3.244,3.994,0.097,3.747,3.36,0.387,4.904,0.0668
SEC_011,SUSPECT,3.578,2.817,4.281,0.317,3.972,3.189,0.783,9.446,0.127
SEC_016,NORMAL,3.693,3.218,4.037,0.102,3.856,3.551,0.305,2.883,0.0653
SEC_015,NORMAL,3.116,2.733,3.606,0.078,3.23,3.03,0.2,2.37,0.0338
SEC_013,NORMAL,3.674,3.123,4.174,0.059,3.759,3.517,0.242,1.942,0.0771
SEC_016,FUITE,2.807,2.004,3.104,0.612,4.095,1.519,2.577,16.104,0.2365
SEC_001,NORMAL,3.564,2.972,3.934,0.15,3.693,3.384,0.309,4.597,0.0769
SEC_005,NORMAL,3.662,3.35,4.211,0.092,3.807,3.493,0.313,1.53,0.0589
SEC_013,NORMAL,3.419,3.119,3.977,0.052,3.609,3.353,0.256,2.972,0.0289
SEC_014,NORMAL,3.291,2.765,3.86,0.14,3.465,3.211,0.254,4.788,0.0743
SEC_016,NORMAL,3.464,2.822,3.797,0.146,3.601,3.241,0.361,1.54,0.0662
SEC_016,FUITE,2.628,1.53,3.0,0.655,3.877,1.332,2.545,21.671,0.222
SEC_004,SUSPECT,2.814,2.228,3.443,0.303,3.069,2.569,0.501,7.722,0.1032
SEC_001,FUITE,2.514,1.51,3.095,0.427,3.573,1.44,2.132,16.509,0.2635
SEC_017,NORMAL,3.303,2.846,3.866,0.142,3.417,3.302,0.115,1.68,0.0556
SEC_018,NORMAL,3.273,2.849,3.804,0.099,3.454,3.136,0.318,3.6,0.0175
SEC_008,FUITE,2.803,1.854,3.031,0.393,3.9,1.62,2.28,16.47,0.3358
SEC_020,SUSPECT,3.325,2.576,3.609,0.23,3.753,2.788,0.965,8.899,0.1174
SEC_014,FUITE,3.18,1.949,3.581,0.603,4.32,2.107,2.213,14.606,0.2494
SEC_010,NORMAL,3.266,2.914,3.898,0.145,3.387,3.209,0.178,1.609,0.0239
SEC_012,NORMAL,3.315,2.895,3.7,0.056,3.315,3.207,0.108,4.817,0.072
SEC_009,SUSPECT,2.547,2.023,3.199,0.179,3.133,1.922,1.21,8.351,0.1455
SEC_001,SUSPECT,2.866,2.195,3.384,0.234,3.514,2.328,1.186,9.692,0.0955
SEC_010,FUITE,2.821,1.359,3.069,0.797,3.686,1.974,1.712,13.856,0.4366
SEC_020,SUSPECT,3.108,2.369,3.499,0.31,3.493,2.713,0.78,7.325,0.123
SEC_013,NORMAL,3.635,3.18,3.99,0.096,3.729,3.486,0.243,4.1,0.0679
SEC_002,NORMAL,3.109,2.629,3.747,0.143,3.277,3.041,0.235,3.038,0.0556
SEC_004,NORMAL,3.386,2.957,3.872,0.138,3.493,3.319,0.173,3.59,0.0125
SEC_015,SUSPECT,3.251,2.478,3.564,0.155,3.486,3.016,0.47,6.497,0.1312
SEC_019,SUSPECT,2.76,2.086,3.289,0.152,3.399,2.11,1.289,6.531,0.1406
SEC_005,NORMAL,3.419,3.06,3.75,0.102,3.453,3.444,0.01,4.903,0.0108
SEC_008,NORMAL,3.655,3.197,4.171,0.133,3.713,3.584,0.129,1.957,0.0284
SEC_008,NORMAL,3.559,2.947,3.82,0.101,3.645,3.358,0.287,5.48,0.062
SEC_012,NORMAL,3.615,3.229,4.105,0.09,3.625,3.539,0.086,2.69,0.0299
SEC_008,NORMAL,3.127,2.788,3.523,0.098,3.264,3.085,0.179,1.372,0.0398
SEC_019,NORMAL,3.803,3.414,4.306,0.098,3.959,3.586,0.373,4.407,0.0624
SEC_003,NORMAL,3.74,3.21,4.169,0.083,3.754,3.67,0.084,3.638,0.0114
SEC_013,NORMAL,3.682,3.167,4.08,0.135,3.776,3.58,0.196,1.086,0.0475
SEC_014,NORMAL,3.472,2.914,3.826,0.064,3.556,3.213,0.343,2.535,0.0561
SEC_003,SUSPECT,3.194,2.666,3.72,0.237,3.652,2.808,0.844,6.313,0.1307
SEC_012,NORMAL,3.722,3.214,4.017,0.105,3.821,3.52,0.301,2.899,0.0253
SEC_007,SUSPECT,3.423,2.816,3.821,0.292,4.01,2.965,1.045,7.732,0.1377
SEC_013,NORMAL,3.172,2.931,3.768,0.134,3.35,3.117,0.233,1.633,0.0559
SEC_013,NORMAL,3.735,3.143,4.22,0.074,3.899,3.548,0.351,0.922,0.0613
SEC_005,NORMAL,3.441,2.886,3.911,0.1,3.513,3.456,0.058,5.672,0.0409
SEC_007,NORMAL,3.62,3.157,4.1,0.132,3.737,3.448,0.289,5.577,0.0241
SEC_012,SUSPECT,3.383,2.696,3.812,0.151,4.071,2.654,1.417,6.037,0.0895
SEC_010,FUITE,2.58,1.459,2.812,0.51,3.295,1.781,1.515,10.561,0.2958
SEC_012,NORMAL,3.427,2.842,3.834,0.064,3.489,3.36,0.129,3.916,0.0153
SEC_020,NORMAL,3.72,3.357,4.024,0.119,3.738,3.693,0.045,1.664,0.04
SEC_012,NORMAL,3.627,2.998,3.893,0.107,3.652,3.441,0.211,1.681,0.0531
SEC_006,SUSPECT,2.845,2.286,3.479,0.234,3.46,2.26,1.2,6.482,0.1006
SEC_001,NORMAL,3.44,3.026,3.976,0.096,3.495,3.339,0.156,4.861,0.075
SEC_016,NORMAL,3.571,3.239,4.005,0.127,3.778,3.428,0.35,0.949,0.0493
SEC_009,SUSPECT,3.367,2.677,3.741,0.341,3.897,2.644,1.253,9.374,0.1332
SEC_015,NORMAL,3.434,3.074,4.0,0.105,3.539,3.408,0.131,4.989,0.0551
SEC_011,NORMAL,3.848,3.325,4.217,0.087,3.92,3.639,0.281,5.507,0.0582
SEC_004,NORMAL,3.433,2.954,3.985,0.067,3.723,3.332,0.391,1.397,0.0752
SEC_002,NORMAL,3.937,3.307,4.414,0.103,3.916,3.755,0.161,1.648,0.0183
SEC_001,NORMAL,3.292,2.834,3.718,0.137,3.345,3.151,0.194,1.967,0.0462
SEC_019,SUSPECT,2.803,1.957,3.21,0.241,3.421,2.229,1.192,6.177,0.1646
SEC_018,NORMAL,3.402,2.859,3.869,0.09,3.519,3.29,0.229,5.743,0.0462
SEC_015,FUITE,2.4,0.98,2.967,0.737,3.405,1.448,1.957,13.708,0.2343
SEC_016,NORMAL,3.429,2.935,3.721,0.143,3.462,3.316,0.146,5.582,0.0286
SEC_002,SUSPECT,3.201,2.505,3.672,0.303,3.838,2.643,1.195,7.166,0.1138
SEC_005,NORMAL,3.59,3.089,4.131,0.054,3.645,3.494,0.152,1.134,0.0171
SEC_004,SUSPECT,2.778,2.118,3.465,0.255,3.08,2.506,0.574,6.908,0.0988
SEC_013,NORMAL,3.717,3.265,4.179,0.074,3.694,3.677,0.017,3.636,0.0494
SEC_017,FUITE,2.642,1.348,3.206,0.782,4.274,0.988,3.286,20.296,0.3379
SEC_014,NORMAL,3.631,3.135,3.916,0.116,3.621,3.492,0.129,3.411,0.0532
SEC_006,NORMAL,3.612,3.15,4.062,0.086,3.694,3.531,0.163,2.71,0.0481
SEC_013,NORMAL,3.303,2.692,3.672,0.082,3.32,3.224,0.096,3.779,0.0176
SEC_010,FUITE,1.883,0.494,2.106,0.427,2.914,0.872,2.042,14.179,0.2531
SEC_003,NORMAL,3.642,3.281,4.137,0.051,3.645,3.625,0.019,2.026,0.0217
SEC_013,NORMAL,3.532,2.916,4.039,0.145,3.659,3.333,0.326,6.066,0.0111
SEC_015,NORMAL,3.506,2.846,3.858,0.143,3.398,3.368,0.03,3.461,0.0581
SEC_011,NORMAL,3.283,3.041,3.845,0.104,3.551,3.187,0.364,5.304,0.0189
SEC_011,FUITE,2.851,1.412,3.244,0.523,4.349,1.375,2.974,16.907,0.2131
SEC_006,NORMAL,3.754,3.221,4.228,0.084,3.799,3.748,0.051,2.909,0.011
SEC_014,NORMAL,3.759,3.21,4.28,0.09,3.896,3.609,0.287,5.117,0.0251
SEC_015,NORMAL,3.275,2.858,3.915,0.083,3.364,3.292,0.071,4.619,0.065
SEC_008,NORMAL,3.353,2.969,3.6,0.122,3.344,3.209,0.134,2.642,0.0479
SEC_016,SUSPECT,3.188,2.331,3.615,0.337,3.727,2.402,1.325,8.246,0.1409
SEC_016,FUITE,2.368,1.494,2.692,0.573,3.988,0.795,3.193,17.354,0.382
SEC_011,NORMAL,3.539,3.122,4.051,0.085,3.745,3.46,0.285,3.553,0.0733
SEC_016,NORMAL,3.23,2.701,3.753,0.144,3.395,3.093,0.302,1.939,0.0336
SEC_005,NORMAL,3.828,3.302,4.267,0.113,4.0,3.609,0.39,2.736,0.0423
SEC_016,FUITE,2.749,1.315,3.01,0.643,4.335,1.123,3.213,11.591,0.2739
SEC_008,SUSPECT,3.221,2.669,3.522,0.188,3.457,2.932,0.525,8.347,0.1509
SEC_010,NORMAL,3.403,2.865,3.797,0.055,3.549,3.199,0.349,1.265,0.0273
SEC_017,NORMAL,3.578,3.076,4.184,0.149,3.783,3.497,0.286,4.451,0.0133
SEC_005,SUSPECT,3.137,2.411,3.633,0.207,3.795,2.554,1.241,8.272,0.0929
SEC_017,NORMAL,3.417,2.95,3.755,0.051,3.449,3.41,0.038,2.519,0.0138
SEC_017,NORMAL,3.343,2.768,3.81,0.11,3.398,3.293,0.106,3.104,0.0462
SEC_016,NORMAL,3.853,3.413,4.19,0.133,3.965,3.636,0.329,1.661,0.0591
SEC_016,NORMAL,3.413,3.167,3.951,0.089,3.614,3.328,0.286,1.024,0.0781
SEC_014,NORMAL,3.584,2.979,3.914,0.095,3.662,3.412,0.25,1.64,0.0232
SEC_017,FUITE,2.56,1.288,3.077,0.552,3.785,1.392,2.393,17.103,0.2498
SEC_016,NORMAL,3.379,2.852,3.991,0.119,3.574,3.22,0.354,2.222,0.0743
SEC_013,SUSPECT,2.843,2.318,3.293,0.152,3.434,2.206,1.228,7.107,0.0882
SEC_020,NORMAL,3.597,3.062,3.939,0.085,3.547,3.475,0.072,4.272,0.0425
SEC_016,FUITE,2.755,1.909,3.335,0.431,3.527,1.976,1.551,10.461,0.3386
SEC_017,NORMAL,3.372,2.923,3.738,0.069,3.435,3.248,0.188,4.648,0.0471
SEC_013,FUITE,2.455,1.083,2.639,0.73,3.594,1.257,2.337,16.238,0.3512
SEC_007,NORMAL,3.644,3.264,4.015,0.097,3.641,3.508,0.134,1.932,0.0202
SEC_001,NORMAL,3.888,3.426,4.3,0.109,4.052,3.719,0.333,1.708,0.0583
SEC_004,NORMAL,3.257,2.879,3.609,0.132,3.275,3.114,0.161,1.232,0.0143
SEC_017,NORMAL,3.109,2.705,3.595,0.051,3.189,3.128,0.061,3.318,0.0148
SEC_002,NORMAL,3.708,3.287,4.139,0.124,3.816,3.657,0.159,1.886,0.0363
SEC_009,NORMAL,3.403,2.994,3.713,0.099,3.439,3.296,0.143,5.108,0.0116
SEC_011,FUITE,2.944,1.51,3.325,0.733,4.412,1.499,2.913,13.823,0.2246
SEC_013,NORMAL,3.785,3.218,4.278,0.093,3.818,3.725,0.093,6.125,0.077
SEC_010,NORMAL,3.409,3.005,3.9,0.144,3.453,3.446,0.007,3.071,0.0115
SEC_006,NORMAL,3.723,3.152,4.181,0.149,3.801,3.674,0.127,3.803,0.0458
SEC_015,FUITE,2.626,1.612,2.895,0.438,3.982,1.198,2.783,21.968,0.3313
SEC_019,NORMAL,3.402,3.005,3.777,0.066,3.405,3.246,0.159,3.93,0.0764
SEC_017,NORMAL,3.102,2.663,3.463,0.141,3.091,3.082,0.008,5.583,0.0424
SEC_015,SUSPECT,3.449,2.666,3.942,0.196,4.165,2.947,1.218,8.396,0.1609
SEC_014,NORMAL,3.586,3.272,4.186,0.05,3.719,3.538,0.18,2.539,0.0488
SEC_013,NORMAL,3.507,3.161,3.888,0.129,3.566,3.513,0.053,3.79,0.0645
SEC_006,NORMAL,3.112,2.557,3.537,0.096,3.162,3.055,0.107,5.743,0.032
SEC_009,NORMAL,3.318,2.694,3.677,0.119,3.432,3.115,0.317,2.528,0.0125
SEC_012,NORMAL,3.367,2.812,3.886,0.149,3.354,3.255,0.099,1.654,0.0149
SEC_011,NORMAL,3.793,3.407,4.186,0.149,3.796,3.724,0.072,4.779,0.0337
SEC_008,NORMAL,3.85,3.475,4.217,0.053,3.87,3.706,0.164,1.936,0.0734
SEC_008,NORMAL,3.432,2.937,3.855,0.076,3.534,3.328,0.206,3.762,0.0748
SEC_014,NORMAL,3.434,3.139,3.822,0.093,3.505,3.383,0.122,2.302,0.0516
SEC_010,FUITE,1.786,0.29,2.378,0.642,3.257,0.314,2.943,23.001,0.3084
SEC_016,NORMAL,3.717,3.121,4.011,0.051,3.746,3.646,0.1,4.445,0.0523
SEC_009,SUSPECT,3.218,2.499,3.842,0.348,3.564,2.841,0.723,9.203,0.0915
SEC_018,NORMAL,3.044,2.564,3.71,0.14,3.254,3.043,0.211,4.616,0.0687
SEC_006,NORMAL,3.579,3.28,3.991,0.117,3.876,3.485,0.391,4.932,0.0551
